number,sys_updated_at,reassigned,assigned_to,opened_by,subcategory,urgency,problem_id,resolved_by,location,reassignment_count,cmdb_ci,vendor,caused_by,incident_state,active,u_priority_confirmation,contact_type,rfc,assignment_group,knowledge,priority,closed_code,impact,category,u_symptom,D_sys_mod_count,D_reopen_count
INC0024285,2016-07-05 12:07:00,0,11,247,544,697,1,962,1173,1392,1,1,1,1479,1487,1489,1490,1,1678,1755,1756,1760,1777,1783,1889,2365,2372
INC0024286,2016-04-29 15:17:00,0,68,310,544,697,1,1030,1180,1392,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1764,1777,1784,1889,2364,2372
INC0024288,2016-04-29 15:17:00,0,101,311,478,697,1,1046,1168,1392,1,1,1,1478,1486,1488,1490,1,1677,1755,1756,1764,1777,1792,2103,2363,2372
INC0024289,2016-10-05 15:20:00,1,5,335,452,697,1,955,1188,1393,1,1,1,1478,1486,1489,1490,1,1679,1755,1756,1760,1777,1783,1839,2366,2372
INC0024290,2016-04-29 15:26:00,0,68,310,463,697,1,1030,1171,1392,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1764,1777,1787,2032,2364,2372
INC0024291,2016-04-29 15:24:00,0,31,243,463,697,1,983,1170,1392,1,1,1,1478,1486,1488,1490,1,1677,1755,1756,1764,1777,1787,2032,2363,2372
INC0024293,2016-11-05 16:07:00,1,116,245,544,697,1,1062,1172,1397,1,1,1,1479,1487,1489,1490,1,1693,1755,1756,1764,1777,1794,1889,2367,2372
INC0024295,2016-07-05 14:07:00,1,68,310,462,697,1,1030,1170,1395,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1764,1777,1793,1959,2366,2372
INC0024296,2016-04-29 15:29:00,0,10,240,462,697,1,966,1168,1392,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1763,1777,1793,1889,2364,2372
INC0024297,2016-05-23 11:07:00,0,33,276,477,697,1,956,1171,1392,1,1,1,1479,1487,1488,1490,1,1702,1755,1756,1764,1777,1794,2161,2364,2372
INC0024299,2016-04-29 15:33:00,0,49,247,544,697,1,1003,1168,1392,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1764,1777,1788,1889,2364,2372
INC0024300,2016-11-05 09:36:00,1,116,311,544,697,1,1062,1235,1395,1,1,1,1478,1486,1489,1490,1,1693,1755,1756,1764,1777,1794,1889,2367,2372
INC0024301,2016-12-07 15:10:00,1,84,271,461,697,1,1032,1173,1394,1,1,1,1478,1486,1489,1490,1,1719,1755,1756,1764,1777,1792,1869,2367,2372
INC0024303,2016-04-29 15:45:00,0,10,240,462,697,1,966,1168,1392,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1763,1777,1793,1857,2364,2372
INC0024305,2016-06-29 09:40:00,1,1,243,462,697,1,1008,1170,1398,1,1,1,1484,1486,1488,1490,1,1677,1755,1756,1769,1777,1793,1889,2367,2372
INC0024306,2016-07-05 14:10:00,0,93,311,600,697,1,1040,1172,1392,1,1,1,1479,1487,1489,1490,1,1715,1755,1756,1765,1777,1802,2078,2365,2372
INC0024308,2016-04-29 16:22:00,0,96,240,544,697,1,1043,1353,1392,1,1,1,1477,1486,1488,1490,1,1679,1755,1756,1764,1777,1790,1889,2365,2372
INC0024309,2016-04-29 15:59:00,1,68,310,593,697,1,1030,1168,1393,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1764,1777,1811,2178,2364,2372
INC0024312,2016-08-05 15:07:00,1,10,335,526,697,1,966,1180,1394,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1764,1777,1793,1889,2366,2372
INC0024313,2016-04-29 15:57:00,0,31,243,462,697,1,983,1173,1392,1,1,1,1478,1486,1488,1490,1,1677,1755,1756,1769,1777,1793,1936,2363,2372
INC0024314,2016-07-05 10:07:00,1,79,247,452,697,1,1027,1172,1394,1,1,1,1479,1487,1489,1490,1,1692,1755,1756,1764,1777,1790,2309,2366,2372
INC0024316,2016-10-05 14:14:00,1,10,310,549,697,1,966,1172,1396,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1764,1777,1811,2021,2367,2372
INC0024317,2016-04-29 16:14:00,1,58,250,477,697,1,1008,1170,1393,1,1,1,1477,1486,1488,1490,1,1,1755,1756,1769,1777,1794,1,2366,2372
INC0024318,2016-04-29 16:06:00,0,31,243,462,697,1,983,1187,1392,1,1,1,1478,1486,1488,1490,1,1677,1755,1756,1769,1777,1793,1857,2363,2372
INC0024319,2016-09-15 17:23:00,0,164,311,507,697,1,1101,1173,1392,1,1,1,1483,1486,1488,1490,1,1723,1755,1756,1764,1777,1800,2143,2367,2372
INC0024323,2016-04-29 16:57:00,0,117,247,544,697,1,1077,1305,1392,1,1,1,1478,1486,1489,1490,1,1700,1755,1756,1764,1777,1787,1889,2365,2372
INC0024324,2016-04-29 16:24:00,0,68,310,463,697,1,1030,1168,1392,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1764,1777,1787,2032,2364,2372
INC0024327,2016-08-05 09:10:00,0,89,310,583,697,1,1094,1200,1392,1,1,1,1479,1487,1489,1490,1,1701,1755,1756,1764,1777,1791,2116,2367,2372
INC0024328,2016-04-29 16:41:00,0,68,310,456,697,1,1030,1170,1392,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1764,1777,1788,1889,2364,2372
INC0024329,2016-04-29 17:17:00,1,33,276,526,697,1,956,1173,1393,1,1,1,1478,1486,1489,1490,1,1680,1755,1756,1764,1777,1793,1972,2364,2372
INC0024330,2016-11-05 10:03:00,1,102,243,602,697,1,1048,1171,1393,1,1,1,1481,1486,1488,1490,1,1715,1755,1756,1767,1777,1802,1,2366,2372
INC0024331,2016-04-29 17:22:00,1,33,276,526,697,1,956,1173,1393,1,1,1,1478,1486,1489,1490,1,1680,1755,1756,1764,1777,1793,1972,2364,2372
INC0024333,2016-04-29 17:19:00,1,33,276,526,697,1,956,1173,1393,1,1,1,1478,1486,1489,1490,1,1680,1755,1756,1764,1777,1793,1972,2364,2372
INC0024334,2016-04-29 17:21:00,1,33,276,526,697,1,956,1173,1393,1,1,1,1478,1486,1489,1490,1,1680,1755,1756,1764,1777,1793,1972,2364,2372
INC0024335,2016-09-05 09:19:00,0,93,243,499,697,1,1040,1173,1392,1,1,1,1478,1486,1489,1490,1,1716,1755,1756,1769,1777,1802,2128,2366,2372
INC0024336,2016-04-29 17:22:00,1,33,276,526,697,1,956,1170,1393,1,1,1,1478,1486,1489,1490,1,1680,1755,1756,1764,1777,1793,1972,2364,2372
INC0024338,2016-04-29 17:23:00,1,33,276,526,697,1,956,1170,1393,1,1,1,1478,1486,1489,1490,1,1680,1755,1756,1764,1777,1793,1972,2364,2372
INC0024339,2016-04-29 17:18:00,1,33,276,526,697,1,956,1170,1393,1,1,1,1478,1486,1489,1490,1,1680,1755,1756,1764,1777,1793,1972,2364,2372
INC0024340,2016-04-29 17:21:00,1,33,276,526,697,1,956,1170,1393,1,1,1,1478,1486,1489,1490,1,1680,1755,1756,1764,1777,1793,1972,2365,2372
INC0024342,2016-04-29 17:20:00,1,33,276,526,697,1,956,1170,1393,1,1,1,1478,1486,1489,1490,1,1680,1755,1756,1764,1777,1793,1972,2364,2372
INC0024343,2016-04-29 16:55:00,1,68,310,544,697,1,1030,1180,1393,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1764,1777,1794,1889,2364,2372
INC0024345,2016-04-29 16:50:00,0,165,335,544,697,1,1102,1173,1392,1,1,1,1478,1486,1488,1490,1,1677,1755,1756,1769,1777,1784,1889,2363,2372
INC0024346,2016-04-29 17:26:00,0,49,247,544,697,1,1003,1193,1392,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1764,1777,1784,1889,2364,2372
INC0024348,2016-04-29 17:18:00,1,33,276,526,697,1,956,1170,1393,1,1,1,1478,1486,1489,1490,1,1680,1755,1756,1764,1777,1793,1972,2365,2372
INC0024349,2016-04-29 17:20:00,1,33,276,526,697,1,956,1170,1393,1,1,1,1478,1486,1489,1490,1,1680,1755,1756,1764,1777,1793,1972,2364,2372
INC0024351,2016-04-29 18:26:00,1,183,310,499,699,876,1117,1172,1393,1,1,1,1478,1486,1489,1490,1,1696,1755,1759,1764,1778,1802,1889,2366,2372
INC0024352,2016-04-29 17:16:00,0,68,310,475,697,1,1030,1168,1392,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1764,1777,1782,1878,2364,2372
INC0024354,2016-04-29 17:17:00,1,33,276,526,697,1,956,1170,1393,1,1,1,1478,1486,1489,1490,1,1680,1755,1756,1764,1777,1793,1972,2364,2372
INC0024356,2016-04-29 17:06:00,0,58,250,544,697,1,1008,1193,1392,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1769,1777,1782,1,2365,2372
INC0024358,2016-04-29 17:18:00,1,33,276,526,697,1,956,1170,1393,1,1,1,1478,1486,1489,1490,1,1680,1755,1756,1764,1777,1793,1972,2364,2372
INC0024359,2016-04-29 17:04:00,0,31,243,463,697,1,983,1173,1392,1,1,1,1478,1486,1488,1490,1,1677,1755,1756,1764,1777,1787,2032,2363,2372
INC0024360,2016-04-29 17:11:00,0,42,348,544,697,1,1000,1170,1392,1,1,1,1480,1486,1488,1490,1,1679,1755,1756,1764,1777,1784,1889,2364,2372
INC0024361,2016-04-29 17:12:00,0,42,348,562,697,1,1000,1170,1392,1,1,1,1480,1486,1488,1490,1,1679,1755,1756,1764,1777,1820,1906,2364,2372
INC0024363,2016-04-29 17:13:00,0,42,348,544,697,1,1000,1170,1392,1,1,1,1478,1486,1489,1490,1,1679,1755,1756,1764,1777,1784,1889,2365,2372
INC0024365,2016-04-29 17:13:00,0,1,250,463,697,1,1008,1172,1392,1,1,1,1477,1486,1488,1490,1,1677,1755,1756,1769,1777,1787,2032,2364,2372
INC0024366,2016-04-29 17:53:00,0,71,243,491,697,1,1022,1170,1392,1,1,1,1478,1486,1489,1490,1,1709,1755,1756,1764,1777,1802,1889,2364,2372
INC0024368,2016-06-05 09:06:00,1,88,243,443,697,1,1038,1172,1395,1,1,1,1481,1486,1488,1490,1,1689,1755,1756,1764,1777,1811,1,2366,2372
INC0024370,2016-04-29 17:31:00,0,68,310,544,697,1,1030,1172,1392,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1764,1777,1784,1889,2364,2372
INC0024371,2016-04-29 17:16:00,0,31,311,544,697,1,1046,1180,1392,1,1,1,1478,1486,1488,1490,1,1677,1755,1756,1764,1777,1793,1,2363,2372
INC0024373,2016-04-29 17:44:00,0,49,247,544,697,1,1003,1180,1392,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1764,1777,1784,1889,2364,2372
INC0024375,2016-09-05 18:07:00,1,93,317,499,697,1,1040,1188,1395,1,1,1,1479,1487,1489,1490,1,1715,1755,1756,1763,1777,1802,1886,2366,2372
INC0024376,2016-04-29 17:41:00,0,68,310,478,697,1,1030,1171,1392,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1764,1777,1792,1869,2364,2372
INC0024377,2016-04-29 17:48:00,0,31,243,463,697,1,983,1168,1392,1,1,1,1478,1486,1488,1490,1,1677,1755,1756,1764,1777,1787,2032,2363,2372
INC0024378,2016-07-05 10:07:00,0,40,317,463,697,1,998,1171,1392,1,1,1,1479,1487,1489,1490,1,1700,1755,1756,1764,1777,1802,1889,2365,2372
INC0024379,2016-07-05 18:07:00,1,102,250,530,697,1,1048,1358,1393,1,1,1,1479,1487,1489,1490,1,1716,1755,1756,1767,1777,1802,1889,2366,2372
INC0024381,2016-08-05 12:07:00,0,33,276,523,697,1,956,1171,1392,1,1,1,1479,1487,1489,1490,1,1680,1755,1756,1764,1777,1790,2038,2366,2372
INC0024382,2016-11-05 14:19:00,1,10,311,544,697,1,966,1180,1393,1,1,1,1478,1486,1489,1490,1,1,1755,1756,1764,1777,1793,1,2367,2372
INC0024383,2016-04-29 18:14:00,0,68,310,544,697,1,1030,1168,1392,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1764,1777,1784,1889,2364,2372
INC0024384,2016-10-05 13:07:00,1,10,243,592,697,1,966,1173,1397,1,1,1,1479,1487,1489,1490,1,1,1755,1756,1764,1777,1811,1889,2367,2372
INC0024385,2016-04-29 18:27:00,0,171,317,544,697,1,1097,1173,1392,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1764,1777,1784,1889,2364,2372
INC0024386,2016-09-05 13:07:00,1,33,250,544,697,1,956,1168,1393,1,1,1,1479,1487,1489,1490,1,1680,1755,1756,1768,1777,1817,1,2366,2372
INC0024387,2016-08-05 12:07:00,1,96,259,592,697,1,1043,1170,1395,1,1,1,1479,1487,1489,1490,1,1679,1755,1756,1764,1777,1811,1,2367,2372
INC0024388,2016-04-29 19:33:00,0,68,310,452,697,1,1030,1173,1392,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1764,1777,1793,2138,2364,2372
INC0024389,2016-04-29 19:03:00,0,1,250,463,697,1,1008,1238,1392,1,1,1,1477,1486,1488,1490,1,1677,1755,1756,1769,1777,1787,1889,2364,2372
INC0024391,2016-04-29 19:42:00,0,171,317,544,697,1,1097,1170,1392,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1764,1777,1784,1889,2364,2372
INC0024392,2016-04-29 19:44:00,0,31,243,462,697,1,983,1187,1392,1,1,1,1478,1486,1488,1490,1,1677,1755,1756,1769,1777,1793,1857,2363,2372
INC0024393,2016-07-05 15:07:00,0,68,259,544,697,1,1030,1180,1392,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1764,1777,1794,1889,2366,2372
INC0024394,2016-07-05 11:10:00,1,6,243,614,697,1,957,1168,1393,1,1,1,1479,1487,1489,1490,1,1681,1755,1756,1764,1777,1784,1878,2366,2372
INC0024395,2016-08-05 12:07:00,1,10,243,498,697,1,966,1168,1393,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1764,1777,1784,1911,2366,2372
INC0024396,2016-07-05 09:07:00,1,9,259,443,697,1,960,1168,1397,1,1,1,1479,1487,1489,1490,1,1681,1755,1756,1760,1777,1811,1,2367,2372
INC0024397,2016-04-29 21:12:00,1,171,317,443,697,1,1097,1170,1393,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1764,1777,1811,1911,2364,2372
INC0024398,2016-04-29 21:23:00,0,171,317,544,697,1,1097,1170,1392,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1764,1777,1784,1889,2364,2372
INC0024399,2016-07-05 09:07:00,0,16,278,463,697,1,1049,1170,1392,1,1,1,1479,1487,1489,1490,1,1691,1755,1756,1764,1777,1802,1889,2365,2372
INC0024400,2016-05-31 10:26:00,0,38,278,484,697,1,996,1185,1392,1,1,1,1478,1486,1489,1490,1,1708,1755,1756,1764,1777,1787,1889,2367,2372
INC0024401,2016-04-29 22:48:00,0,171,317,544,697,1,1097,1170,1392,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1764,1777,1784,1889,2364,2372
INC0024403,2016-10-05 13:07:00,1,10,342,498,697,1,966,1188,1393,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1764,1777,1784,2152,2366,2372
INC0024404,2016-08-05 13:07:00,0,10,342,526,697,1,966,1188,1392,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1763,1777,1793,1972,2366,2372
INC0024405,2016-05-05 04:07:00,1,141,259,607,697,1,1086,1170,1394,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1766,1777,1800,1,2365,2372
INC0024406,2016-05-05 02:07:00,0,141,342,452,697,1,1086,1275,1392,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1764,1777,1793,1898,2365,2372
INC0024407,2016-04-30 04:09:00,0,88,261,544,697,1,1038,1324,1392,1,1,1,1477,1486,1488,1490,1,1728,1755,1756,1764,1777,1802,1,2366,2372
INC0024408,2016-05-05 02:07:00,0,141,342,452,697,1,1086,1173,1392,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1764,1777,1793,1889,2365,2372
INC0024409,2016-10-05 12:07:00,1,35,261,637,697,1,992,1324,1394,1,1,1,1479,1487,1489,1490,1,1713,1755,1756,1764,1777,1802,1929,2367,2372
INC0024410,2016-11-05 14:23:00,1,10,342,518,697,1,966,1275,1394,1,1,1,1478,1486,1489,1490,1,1,1755,1756,1764,1777,1804,1845,2367,2372
INC0024411,2016-08-05 16:07:00,1,27,261,544,697,1,986,1172,1395,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1769,1777,1788,1889,2367,2372
INC0024412,2016-05-05 02:07:00,0,126,261,544,697,1,1019,1170,1392,1,1,1,1479,1487,1488,1490,1,1,1755,1756,1764,1777,1802,1,2364,2372
INC0024413,2016-08-05 15:07:00,0,10,342,456,697,1,966,1190,1392,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1764,1777,1788,1889,2366,2372
INC0024414,2016-05-05 02:07:00,0,126,261,544,697,1,1019,1168,1392,1,1,1,1479,1487,1488,1490,1,1,1755,1756,1764,1777,1792,1889,2364,2372
INC0024415,2016-05-05 03:07:00,0,141,342,452,697,1,1086,1173,1392,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1760,1777,1793,1898,2365,2372
INC0024416,2016-05-05 04:07:00,0,141,342,452,697,1,1086,1173,1392,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1760,1777,1793,1898,2365,2372
INC0024417,2016-09-05 17:07:00,0,64,342,443,697,1,1016,1190,1392,1,1,1,1479,1487,1489,1490,1,1689,1755,1756,1763,1777,1811,1889,2366,2372
INC0024418,2016-07-05 11:07:00,0,40,342,544,697,1,998,1173,1392,1,1,1,1479,1487,1489,1490,1,1700,1755,1756,1764,1777,1787,1889,2365,2372
INC0024419,2016-07-05 15:07:00,1,52,261,485,697,1,1037,1324,1393,1,1,1,1479,1487,1489,1490,1,1711,1755,1757,1764,1778,1787,1889,2367,2372
INC0024421,2016-07-05 11:07:00,1,14,310,544,697,1,963,1168,1394,1,1,1,1479,1487,1489,1490,1,1688,1755,1756,1764,1777,1782,1889,2366,2372
INC0024422,2016-05-05 07:07:00,0,4,236,463,697,1,954,1229,1392,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1764,1777,1787,2032,2365,2372
INC0024423,2016-05-05 08:07:00,0,4,236,463,697,1,954,1173,1392,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1764,1777,1787,2032,2365,2372
INC0024425,2016-07-05 17:07:00,1,96,236,544,697,1,1043,1170,1393,1,1,1,1479,1487,1489,1490,1,1679,1755,1756,1764,1777,1794,1889,2367,2372
INC0024426,2016-07-06 10:07:00,0,42,310,519,697,1,1000,1170,1392,1,1,1,1479,1487,1489,1490,1,1679,1755,1756,1764,1777,1783,1909,2367,2372
INC0024427,2016-05-05 09:07:00,0,4,236,452,697,1,954,1170,1392,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1764,1777,1783,1889,2365,2372
INC0024431,2016-06-05 22:07:00,0,14,310,473,697,1,963,1187,1392,1,1,1,1479,1487,1489,1490,1,1688,1755,1756,1764,1777,1784,2021,2365,2372
INC0024432,2016-05-05 09:07:00,1,68,310,544,697,1,1030,1193,1393,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1763,1777,1794,1889,2366,2372
INC0024436,2016-05-05 10:07:00,0,4,236,463,697,1,954,1170,1392,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1764,1777,1787,2032,2365,2372
INC0024440,2016-07-05 09:07:00,1,9,239,472,697,1,960,1168,1393,1,1,1,1479,1487,1489,1490,1,1681,1755,1756,1764,1777,1784,1863,2366,2372
INC0024441,2016-05-05 10:10:00,0,4,236,462,697,1,954,1173,1392,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1764,1777,1793,1857,2365,2372
INC0024443,2016-07-05 15:07:00,1,6,310,470,697,1,957,1168,1393,1,1,1,1479,1487,1489,1490,1,1681,1755,1756,1764,1777,1794,2197,2367,2372
INC0024444,2016-08-05 14:10:00,1,10,310,473,697,1,966,1170,1393,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1764,1777,1784,1911,2366,2372
INC0024445,2016-05-05 11:07:00,0,4,236,463,697,1,954,1173,1392,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1764,1777,1787,2032,2365,2372
INC0024448,2016-05-05 11:07:00,0,27,245,463,697,1,986,1170,1392,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1769,1777,1787,2032,2365,2372
INC0024449,2016-07-05 11:07:00,1,40,310,463,697,1,998,1173,1393,1,1,1,1479,1487,1489,1490,1,1700,1755,1756,1764,1777,1787,2032,2367,2372
INC0024450,2016-05-05 11:07:00,1,137,239,443,697,1,968,1168,1394,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1763,1777,1811,1911,2366,2372
INC0024451,2016-07-05 00:07:00,0,4,236,463,697,1,954,1173,1392,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1764,1777,1787,1889,2365,2372
INC0024452,2016-05-18 09:07:00,0,6,239,452,697,1,957,1168,1392,1,1,1,1479,1487,1489,1490,1,1681,1755,1756,1764,1777,1783,1839,2367,2372
INC0024454,2016-07-05 16:07:00,0,98,310,499,697,1,976,1180,1392,1,1,1,1479,1487,1489,1490,1,1716,1755,1756,1767,1777,1802,1889,2366,2372
INC0024455,2016-11-05 10:07:00,1,102,258,463,697,1,1048,1171,1394,1,1,1,1479,1487,1489,1490,1,1715,1755,1756,1767,1777,1787,1,2367,2372
INC0024456,2016-05-05 12:07:00,0,68,310,463,697,1,1030,1168,1392,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1763,1777,1787,2032,2365,2372
INC0024457,2016-08-05 13:07:00,1,84,239,461,697,1,1032,1173,1393,1,1,1,1479,1487,1489,1490,1,1719,1755,1756,1764,1777,1792,2149,2367,2372
INC0024458,2016-08-05 12:07:00,1,72,236,544,697,1,1023,1209,1394,1,1,1,1479,1487,1489,1490,1,1678,1755,1756,1769,1777,1794,1889,2366,2372
INC0024460,2016-06-21 17:00:00,0,63,236,602,697,1,1015,1170,1392,1,1,1,1479,1487,1489,1490,1,1715,1755,1756,1764,1777,1802,1982,2367,2372
INC0024461,2016-07-05 17:07:00,0,74,245,478,697,1,975,1172,1392,1,1,1,1479,1487,1489,1490,1,1698,1755,1756,1764,1777,1792,1869,2366,2372
INC0024462,2016-05-05 15:07:00,0,49,247,463,697,1,1003,1168,1392,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1764,1777,1787,2032,2365,2372
INC0024463,2016-09-05 14:07:00,1,9,310,544,697,1,960,1168,1394,1,1,1,1479,1487,1489,1490,1,1681,1755,1756,1766,1777,1784,1889,2367,2372
INC0024466,2016-05-05 14:07:00,0,165,335,597,697,1,1102,1197,1392,1,1,1,1479,1487,1488,1490,1,1677,1755,1756,1769,1777,1788,1889,2364,2372
INC0024468,2016-05-05 15:07:00,0,165,335,443,697,1,1102,1187,1392,1,1,1,1479,1487,1488,1490,1,1677,1755,1756,1769,1777,1811,2032,2364,2372
INC0024469,2016-05-05 15:07:00,0,137,239,452,697,1,968,1168,1392,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1763,1777,1793,2138,2365,2372
INC0024471,2016-05-05 17:07:00,1,68,310,443,697,1,1030,1173,1393,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1769,1777,1811,1,2365,2372
INC0024472,2016-05-05 16:07:00,0,31,243,462,697,1,983,1170,1392,1,1,1,1479,1487,1488,1490,1,1677,1755,1756,1769,1777,1793,1959,2364,2372
INC0024473,2016-05-05 17:07:00,0,31,243,544,697,1,983,1172,1392,1,1,1,1479,1487,1488,1490,1,1677,1755,1756,1769,1777,1793,1889,2364,2372
INC0024474,2016-07-05 17:07:00,0,96,335,452,697,1,1043,1170,1392,1,1,1,1479,1487,1489,1490,1,1679,1755,1756,1769,1777,1783,1839,2365,2372
INC0024477,2016-05-05 18:07:00,0,68,310,489,697,1,1030,1188,1392,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1769,1777,1798,2105,2365,2372
INC0024478,2016-05-05 20:07:00,0,104,243,467,697,1,1051,1173,1392,1,1,1,1479,1487,1489,1490,1,1699,1755,1756,1764,1777,1799,2130,2366,2372
INC0024479,2016-05-05 18:07:00,0,165,335,445,697,1,1102,1173,1392,1,1,1,1479,1487,1488,1490,1,1677,1755,1756,1769,1777,1782,2031,2364,2372
INC0024481,2016-07-05 14:07:00,0,24,317,583,697,1,981,1359,1392,1,1,1,1479,1487,1489,1490,1,1701,1755,1756,1764,1777,1791,1889,2366,2372
INC0024482,2016-05-05 20:07:00,0,31,243,544,697,1,983,1173,1392,1,1,1,1479,1487,1488,1490,1,1677,1755,1756,1769,1777,1787,1889,2364,2372
INC0024483,2016-05-05 20:07:00,0,171,317,445,697,1,1097,1173,1392,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1764,1777,1782,2031,2365,2372
INC0024484,2016-05-05 20:07:00,0,31,243,519,697,1,983,1359,1392,1,1,1,1479,1487,1488,1490,1,1677,1755,1756,1769,1777,1783,1909,2364,2372
INC0024485,2016-05-05 21:07:00,0,31,243,519,697,1,983,1359,1392,1,1,1,1479,1487,1488,1490,1,1677,1755,1756,1769,1777,1783,1909,2364,2372
INC0024486,2016-09-05 10:07:00,1,2,317,549,697,1,953,1173,1393,1,1,1,1479,1487,1489,1490,1,1678,1755,1756,1769,1777,1811,1878,2366,2372
INC0024487,2016-05-05 23:07:00,1,31,243,603,697,1,983,1173,1393,1,1,1,1479,1487,1489,1490,1,1,1755,1756,1764,1777,1784,2021,2365,2372
INC0024488,2016-07-05 11:07:00,1,14,317,544,697,1,963,1173,1394,1,1,1,1479,1487,1489,1490,1,1688,1755,1756,1764,1777,1782,1889,2366,2372
INC0024489,2016-05-05 23:07:00,0,31,243,544,697,1,983,1192,1392,1,1,1,1479,1487,1488,1490,1,1,1755,1756,1764,1777,1784,1889,2364,2372
INC0024490,2016-11-05 14:25:00,1,10,243,544,697,1,966,1192,1393,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1764,1777,1784,1889,2367,2372
INC0024491,2016-05-05 23:07:00,1,171,317,443,697,1,1097,1170,1393,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1764,1777,1811,1911,2365,2372
INC0024492,2016-06-05 01:07:00,0,175,352,463,697,1,1112,1188,1392,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1763,1777,1802,1889,2365,2372
INC0024493,2016-06-05 01:07:00,0,152,237,463,697,1,974,1173,1392,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1763,1777,1802,1889,2365,2372
INC0024494,2016-06-05 04:07:00,0,175,352,463,697,1,1112,1170,1392,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1763,1777,1802,1889,2366,2372
INC0024495,2016-06-05 01:07:00,0,175,352,463,697,1,1112,1275,1392,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1763,1777,1802,1889,2365,2372
INC0024496,2016-06-05 01:07:00,0,152,237,463,697,1,974,1168,1392,1,1,1,1479,1487,1488,1490,1,1677,1755,1756,1763,1777,1802,1,2364,2372
INC0024497,2016-07-31 12:00:00,1,38,236,463,697,1,996,1324,1393,1,1,1,1479,1487,1489,1490,1,1708,1755,1756,1764,1777,1787,1889,2367,2372
INC0024498,2016-06-05 04:10:00,0,152,237,544,697,1,974,1168,1392,1,1,1,1479,1487,1488,1490,1,1677,1755,1756,1763,1777,1782,1,2364,2372
INC0024499,2016-06-05 05:07:00,0,152,237,463,697,1,974,1170,1392,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1764,1777,1787,1889,2365,2372
INC0024501,2016-06-05 06:07:00,0,152,237,544,697,1,974,1173,1392,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1764,1777,1783,1889,2365,2372
